1
255 92 300000
188 63 218 81
187 48 190 49
8 12 56 73
127 50 158 92
149 46 215 57
130 54 134 73
247 57 253 81
184 88 222 89
137 22 241 31
113 13 252 47
75 10 219 80
122 53 180 87
222 60 240 69
221 82 238 88
3 79 158 85
42 79 74 92
165 90 249 91
208 50 249 64
140 66 144 73
142 41 152 45
129 8 193 34
99 37 106 59
23 81 149 83
161 62 217 76
125 84 201 87
132 44 244 80
94 87 188 91
95 42 120 54
217 50 231 81
208 14 254 68
124 70 243 72
149 38 175 60
221 47 221 79
92 90 249 90
185 91 218 92
179 43 184 63
39 21 143 73
6 53 95 90
91 51 133 86
30 27 164 46
248 36 252 82
73 66 172 88
119 82 153 91
121 21 143 62
142 74 197 79
9 32 19 64
65 55 226 55
124 68 241 71
103 87 209 90
227 88 254 91
88 29 253 71
64 48 225 92
153 68 245 86
2 12 105 52
31 51 72 62
17 21 145 71
33 3 201 60
102 1 191 11
128 52 180 63
187 30 204 69
178 28 187 63
190 80 239 82
202 78 251 90
224 12 233 79
6 44 173 87
176 21 195 46
245 50 249 66
67 6 124 71
43 65 178 66
46 14 73 28
252 21 253 72
150 30 231 49
215 23 220 23
195 91 200 92
37 60 117 61
82 74 164 75
183 60 255 62
231 30 237 64
84 36 124 62
255 74 255 91
61 40 96 69
73 8 134 63
92 22 95 68
10 3 45 44
240 57 250 85
34 41 113 42
81 46 84 92
142 18 254 69
64 38 185 64
136 15 227 15
80 70 197 74
174 24 201 34
209 67 218 91
60 87 193 92
89 32 127 69
217 82 225 90
208 34 235 78
243 9 253 92
24 79 191 85
38 6 149 58
60 66 214 74
181 11 203 18
54 33 189 86
153 91 254 92
190 72 197 75
29 73 36 73
173 39 221 66
126 36 241 59
116 44 179 89
50 62 225 85
149 86 150 92
173 57 215 78
193 23 204 60
57 68 179 83
114 15 200 65
101 7 146 39
34 46 99 65
125 91 242 91
9 22 20 88
22 59 249 88
116 63 145 78
165 70 218 71
41 22 199 79
49 90 230 92
82 71 166 84
3 35 63 50
132 86 247 88
249 42 254 43
213 73 243 75
96 38 135 41
248 73 248 79
215 50 245 65
116 4 135 33
211 29 246 69
226 90 234 92
163 61 190 85
70 69 240 90
12 13 152 82
236 83 243 90
118 67 128 67
94 52 218 92
164 2 177 45
96 85 108 88
126 25 154 32
15 30 39 61
239 70 243 81
244 89 246 91
204 20 223 27
71 1 170 48
78 69 195 85
32 59 209 90
159 13 245 13
88 89 126 91
246 58 254 58
100 78 139 82
62 38 222 51
203 36 250 40
205 60 253 64
38 46 52 76
187 50 216 52
176 5 176 5
47 92 204 92
115 79 233 89
210 84 230 85
236 44 250 58
68 36 115 90
218 55 238 69
44 40 87 88
139 87 215 87
205 61 255 87
187 72 200 75
54 51 103 65
14 33 171 54
119 35 142 83
142 21 144 82
238 30 245 46
190 27 235 71
166 88 210 88
189 48 207 55
57 34 248 70
249 9 255 71
205 37 250 40
112 70 255 83
166 72 206 91
132 80 193 88
54 71 115 75
93 27 196 51
206 10 252 86
217 17 246 35
86 9 208 61
150 82 246 86
24 8 249 39
123 38 140 56
156 79 191 80
96 87 194 90
15 22 54 50
192 88 245 89
193 32 215 70
122 26 170 81
47 19 58 26
38 15 75 42
153 34 253 72
116 86 132 89
54 72 241 87
160 76 228 85
227 54 230 68
121 66 129 83
119 80 159 83
234 84 249 91
151 16 209 63
38 48 187 73
36 25 85 54
84 65 100 91
182 54 207 59
84 9 191 66
163 89 201 91
20 16 224 70
30 76 211 84
235 42 245 56
93 15 120 34
23 12 126 79
86 4 221 51
49 60 168 64
10 74 72 83
79 16 235 82
95 43 174 78
155 7 155 28
8 26 68 70
136 9 213 73
132 2 172 90
154 50 172 50
37 52 201 55
49 31 218 83
44 69 72 88
111 20 241 47
114 13 123 37
174 83 205 91
165 25 226 89
250 8 255 54
145 43 153 62
173 31 183 67
250 21 255 90
9 1 95 32
137 77 193 92
240 27 250 38
194 44 216 91
38 65 164 67
18 86 198 87
32 76 133 91
232 59 242 67
234 17 244 26
100 30 116 40
155 76 209 92
135 44 152 53
208 90 245 90
140 58 175 66
199 71 227 82
51 76 69 81
124 89 248 90
184 71 191 85
223 3 254 11
71 4 160 31
20 55 189 58
9 38 252 65
69 8 231 45
61 88 155 89
137 48 181 54
98 36 207 68
81 4 110 47
117 42 202 55
237 35 239 60
56 79 58 84
33 90 235 92
141 70 232 75
64 47 224 76
226 74 243 86
232 90 254 91
43 66 230 73
191 26 255 33
234 24 255 52
195 58 245 78
79 3 148 82
53 18 135 85
220 29 237 29
3 37 75 38
38 21 226 28
77 38 124 53
150 26 210 44
252 31 252 70
209 54 249 58
96 27 138 88
152 56 215 74
95 18 236 86
69 39 161 62
194 88 227 88
213 45 217 88
126 50 242 58
8 44 88 73
27 49 56 86
130 56 161 59
163 49 228 60
142 71 188 89
171 27 228 46
229 12 238 24
95 91 206 91
8 73 107 82
165 82 242 92
41 9 251 34
214 49 239 81
43 14 50 62
249 65 249 81
168 63 209 63
25 17 157 49
140 76 176 90
164 31 178 77
193 5 229 6
230 27 231 52
232 11 247 36
3 74 51 80
164 64 201 92
138 29 250 73
245 85 249 89
30 87 190 87
35 67 81 86
162 66 208 82
54 75 241 75
255 47 255 82
3 80 240 90
245 14 246 61
197 46 237 77
253 11 253 86
74 33 229 92
191 75 231 90
170 22 231 37
142 48 229 79
18 2 205 22
129 72 144 82
36 12 240 77
19 2 60 35
87 24 141 30
212 54 221 76
124 39 221 66
175 60 204 82
69 28 197 76
184 57 216 64
217 78 228 86
18 45 71 56
140 11 222 80
224 58 242 73
11 90 22 90
73 3 189 41
47 38 84 79
136 75 221 85
88 29 125 67
145 72 252 91
82 63 222 91
66 4 180 67
85 4 250 43
164 11 188 45
13 13 114 66
68 2 118 82
177 44 186 77
13 90 191 90
54 35 110 76
189 79 219 88
2 29 179 90
239 86 251 91
58 25 214 50
162 63 215 89
27 57 94 70
226 87 253 87
229 36 247 91
124 7 235 92
216 48 222 57
59 92 124 92
58 61 67 76
61 49 69 68
241 84 244 91
88 33 105 88
55 69 112 87
138 18 210 87
71 42 105 55
251 90 254 92
177 50 227 57
19 58 136 78
179 54 243 73
147 61 155 85
33 35 78 71
88 42 202 42
221 10 226 12
13 43 188 75
235 3 251 19
133 71 146 72
4 39 152 44
160 14 189 24
62 70 237 83
185 39 224 89
81 17 93 27
169 37 188 92
86 73 206 76
92 10 135 62
41 82 196 90
238 1 245 73
208 21 220 91
231 90 253 92
122 27 212 86
117 57 183 73
2 63 56 81
192 83 214 91
14 64 45 83
209 89 246 89
187 33 192 90
254 55 255 55
214 51 245 55
244 29 247 71
37 74 48 88
66 34 229 86
193 69 247 85
255 28 255 89
7 69 169 88
255 37 255 53
7 46 159 51
145 57 210 74
154 58 179 83
210 17 237 63
120 15 173 45
21 14 116 31
94 22 252 44
77 45 157 61
207 47 234 58
23 73 202 87
95 14 255 21
200 79 230 91
7 73 180 81
17 41 108 90
145 47 250 79
49 66 227 92
155 51 189 81
185 35 192 44
23 10 107 64
93 30 227 79
232 17 234 40
87 78 158 83
148 77 201 91
88 73 203 78
116 9 167 71
141 86 227 89
132 88 165 91
49 91 87 91
189 56 253 78
174 51 194 82
127 47 148 52
81 77 86 87
140 34 201 52
139 8 171 27
20 45 50 72
69 21 255 67
199 33 210 85
67 20 255 81
14 34 82 59
146 43 162 72
186 9 194 59
145 73 183 86
82 40 185 58
129 4 142 82
110 28 153 60
35 69 168 84
161 14 245 63
114 38 162 62
117 87 187 91
97 91 189 91
113 79 131 89
46 54 69 85
187 3 227 46
195 81 237 86
59 26 177 49
47 52 53 79
89 68 176 71
160 47 172 85
200 82 244 89
122 41 167 67
223 60 254 76
250 28 250 73
133 39 245 41
104 50 228 55
169 19 203 49
214 84 244 89
207 50 238 51
248 61 248 76
44 91 77 92
5 63 7 88
74 24 162 32
162 62 178 90
201 73 221 83
242 27 244 40
39 35 234 80
32 27 44 39
25 9 193 61
127 90 182 90
250 82 255 84
70 80 187 87
65 29 239 88
70 11 126 88
141 60 244 86
202 75 216 91
65 22 182 25
112 8 116 79
42 9 119 36
158 63 208 67
64 44 120 53
134 10 244 29
235 18 243 58
54 16 193 18
226 5 229 63
189 22 245 67
17 36 144 69
93 28 248 85
149 17 198 53
203 72 224 73
202 64 239 74
134 42 167 47
224 66 248 91
51 55 170 82
139 59 156 81
23 51 36 66
54 37 75 75
149 90 168 90
214 67 254 92
191 35 239 50
194 91 238 92
128 76 211 77
23 43 122 80
196 79 228 85
187 60 218 92
195 76 233 90
100 38 113 92
206 56 207 63
178 57 195 64
57 92 185 92
218 32 252 40
192 88 233 91
98 73 221 74
154 21 160 55
104 86 160 88
1 28 190 75
128 43 146 51
210 20 242 87
29 13 37 31
76 7 167 52
140 72 164 92
70 54 118 67
124 47 150 58
136 5 227 69
30 35 233 58
170 76 170 92
74 23 234 50
12 4 190 38
188 71 253 73
210 82 214 84
94 36 249 73
122 23 251 74
36 73 206 81
254 91 254 91
241 73 244 91
137 90 152 92
156 55 204 85
49 74 82 86
112 81 183 83
211 71 253 75
202 62 216 88
244 62 252 91
199 88 222 90
174 30 195 49
249 3 255 48
183 86 201 89
56 80 65 83
241 57 249 61
242 66 242 92
18 88 70 90
36 56 69 72
78 44 152 67
70 1 154 51
31 1 214 49
224 6 255 26
23 52 147 76
159 88 249 88
67 6 148 43
131 92 137 92
154 87 198 89
148 49 166 92
5 67 28 92
181 10 205 49
105 65 170 90
245 33 249 68
86 47 204 86
4 73 55 76
173 35 228 86
31 92 162 92
106 85 124 92
170 90 230 91
243 23 249 24
67 52 96 59
255 72 255 91
106 30 209 88
3 53 8 58
194 46 212 87
181 7 244 90
85 82 225 87
165 67 206 67
117 42 179 69
87 44 103 50
32 32 179 89
123 41 133 86
126 46 181 90
47 84 171 84
239 87 252 89
206 56 232 73
157 10 189 59
215 16 241 49
46 58 159 88
219 2 241 12
249 64 249 90
6 17 181 60
214 57 232 86
39 31 48 58
117 45 219 60
95 8 114 61
71 1 71 30
203 61 215 71
252 62 254 71
73 6 222 36
14 23 169 86
74 76 75 89
86 87 199 90
179 19 188 20
61 64 206 70
88 29 212 44
243 18 250 67
111 18 243 67
58 54 177 62
179 70 220 75
191 79 196 84
250 30 254 51
137 56 178 88
240 71 248 81
239 24 248 79
210 17 240 60
164 21 188 33
200 13 201 77
211 62 242 85
65 4 137 73
71 5 202 29
234 22 236 53
38 85 202 88
48 12 122 55
188 77 236 88
77 11 169 30
90 3 153 22
244 54 253 59
182 50 195 60
253 55 253 81
111 40 202 79
167 67 234 70
20 73 72 90
110 9 147 90
189 75 209 89
234 60 246 75
58 60 130 82
198 62 223 63
200 86 234 88
64 29 86 56
223 78 255 86
184 14 226 49
140 53 201 88
216 49 230 81
219 74 242 90
70 22 130 26
82 11 156 71
226 63 240 87
122 44 149 47
157 88 161 89
122 42 171 65
218 33 239 54
70 1 129 71
224 36 254 36
82 18 136 26
92 56 169 62
97 62 122 88
118 91 135 92
95 73 116 88
112 81 178 84
74 88 219 89
221 31 237 34
49 12 116 40
222 13 227 67
182 16 228 73
123 4 199 14
51 59 63 80
253 89 254 91
218 84 238 87
233 24 237 88
250 68 251 72
255 14 255 54
192 56 241 69
203 3 215 82
150 24 236 65
200 88 242 89
17 92 85 92
23 58 134 70
224 67 236 86
184 10 185 19
104 39 244 88
233 75 241 78
205 27 238 62
126 91 221 92
167 21 200 55
87 6 212 77
185 33 249 37
102 89 121 91
188 80 219 88
187 53 220 66
188 41 228 51
44 45 92 45
126 31 205 78
133 28 159 52
250 53 254 55
74 76 105 83
112 45 229 71
139 40 245 49
113 41 246 77
199 3 254 84
153 53 203 72
92 79 241 87
196 7 217 78
11 51 86 86
86 54 254 92
136 1 171 82
152 84 187 86
39 13 159 60
34 72 90 81
251 83 251 84
214 84 225 87
175 29 245 86
235 32 253 44
197 47 201 79
5 1 15 17
133 74 242 90
98 59 139 59
106 22 216 44
148 80 203 80
39 55 106 85
203 91 240 92
183 59 185 90
175 89 229 92
130 42 143 47
203 7 252 60
15 41 114 61
9 54 243 66
195 61 226 81
58 26 190 52
57 21 99 50
177 4 184 21
34 67 50 70
112 20 154 65
54 39 137 44
224 87 241 90
184 21 242 45
155 50 196 83
10 4 170 69
74 33 193 78
75 10 121 36
10 5 31 31
144 61 159 73
235 63 251 84
32 2 242 70
123 58 219 58
202 1 216 40
220 41 253 77
201 30 210 88
115 90 118 91
50 78 98 78
31 85 243 85
248 78 253 79
7 27 127 50
4 31 19 79
239 19 239 55
76 60 211 62
45 40 90 47
20 52 67 58
148 1 252 78
163 46 230 80
143 44 252 56
158 3 222 3
174 8 210 25
231 51 246 65
90 67 159 85
18 52 114 68
8 92 83 92
227 21 229 88
10 34 106 91
104 68 175 72
103 23 150 39
18 69 140 76
66 82 113 86
237 81 245 82
218 46 232 65
229 24 247 42
19 17 31 80
21 83 50 89
13 37 26 62
38 70 214 78
82 14 235 15
201 31 227 68
146 14 231 61
181 70 234 88
103 16 177 39
59 7 127 24
56 74 144 75
229 72 249 74
154 90 206 90
47 40 93 65
214 45 249 45
196 20 229 54
105 91 110 91
84 73 207 92
161 53 247 53
241 68 254 74
206 3 233 58
139 21 164 75
244 22 246 28
104 21 121 49
29 92 117 92
190 21 199 88
168 38 239 68
210 52 211 92
197 65 198 90
45 29 51 64
222 50 224 76
90 50 145 54
173 84 194 89
189 14 196 29
209 50 220 72
116 76 196 84
123 7 166 26
202 2 235 76
167 36 230 73
183 3 235 35
232 66 245 74
118 77 188 89
193 53 210 79
166 64 238 85
144 58 160 67
249 92 254 92
10 1 158 53
129 47 255 75
192 36 212 80
116 29 178 75
69 30 234 42
26 59 145 76
201 81 202 82
58 36 89 55
97 45 223 45
30 11 64 66
203 90 233 90
38 11 51 34
73 78 214 89
105 57 174 79
140 36 148 82
106 70 147 89
48 43 153 49
86 86 88 90
194 53 207 55
221 50 243 77
226 65 236 79
142 3 200 29
231 13 249 71
206 13 218 83
26 44 242 70
88 49 194 53
132 61 166 70
208 35 255 60
199 50 228 82
105 9 208 73
136 86 216 89
15 6 140 18
232 23 237 32
52 7 118 74
18 69 185 72
26 34 209 55
210 17 242 31
59 58 198 87
196 75 236 91
57 44 140 72
136 37 230 71
96 37 220 49
18 22 39 68
185 18 238 26
131 19 230 69
174 55 181 74
146 5 169 17
61 92 89 92
137 9 209 88
53 11 59 87
206 7 210 7
15 80 144 85
251 4 251 85
77 55 185 64
143 56 194 70
238 2 245 62
162 20 165 78
241 88 244 88
179 85 211 92
99 63 162 69
4 31 202 86
8 79 33 81
123 15 239 23
135 37 163 45
171 2 228 47
181 13 240 51
213 59 232 74
222 68 234 87
133 73 156 77
48 82 136 86
57 10 245 71
163 57 173 90
34 90 126 90
8 29 201 41
233 62 240 90
18 38 248 59
143 29 242 91
253 49 254 75
81 7 112 58
193 91 206 92
38 25 154 37
208 89 225 92
73 90 231 91
237 6 242 84
213 80 228 83
13 20 251 61
239 4 243 44
199 23 201 80
124 42 245 44
93 32 210 33
114 6 231 13
200 31 233 66
174 74 193 75
93 78 217 87
227 65 250 85
126 56 193 88
142 30 183 60
224 3 250 24
134 14 190 51
221 18 225 66
22 90 139 92
208 76 232 87
34 15 169 34
17 55 67 74
233 64 245 73
111 33 195 49
76 4 253 56
202 35 219 58
168 92 218 92
175 73 186 74
66 65 223 81
16 31 160 40
189 57 214 66
2 31 44 62
174 33 226 40
18 69 215 78
44 34 115 67
38 38 197 87
255 32 255 73
241 57 248 76
224 76 251 83
246 37 250 47
184 92 199 92
154 45 229 65
132 69 154 86
194 86 230 89
59 60 76 69
13 77 97 80
74 74 179 87
144 74 173 83
30 79 141 87
174 66 196 79
63 68 176 72
247 70 249 90
248 4 250 42
29 2 226 10
152 83 166 87
113 55 118 69
180 6 188 21
251 5 251 74
9 25 255 33
31 69 179 74
95 33 217 64
196 1 208 14
140 14 222 41
164 71 248 87
246 74 252 84
22 65 151 91
182 16 224 30
242 36 249 86
187 26 211 67
7 85 63 92
9 48 212 72
151 91 250 92
1 43 67 58
115 51 154 71
62 2 112 63
18 75 21 90
252 68 253 74
204 62 249 64
153 44 251 87
156 30 190 46
150 60 168 75
108 7 154 21
186 50 250 65
255 85 255 86
183 47 209 80
98 78 215 84
105 83 116 90
102 65 237 85
156 62 199 66
65 20 147 47
106 54 108 63
37 71 167 77
35 10 182 82
247 71 253 76
74 64 206 80
145 44 207 89
156 36 227 86
148 83 201 89
49 27 80 92
76 64 174 68
28 69 182 76
161 85 185 85
176 92 244 92
25 74 123 91
197 51 201 53
108 47 156 47
149 39 220 92
38 17 153 82
34 65 134 70
216 9 221 44
181 75 197 82
223 27 234 42
105 26 212 33
177 81 211 92
66 54 70 84
67 62 200 64
216 42 222 75
248 3 250 25
22 64 126 72
169 37 229 89
125 54 192 63
180 60 244 60
134 88 223 88
29 82 60 91
8 79 190 91
194 38 230 44
50 83 67 88
34 89 177 89
27 63 92 74
39 25 218 76
212 20 250 72
142 33 219 85
28 45 78 50
218 71 218 75
16 9 92 84
85 66 196 77
129 92 192 92
159 11 245 85
68 58 155 74
215 24 226 26
164 27 217 66
74 65 168 83
216 90 231 92
180 54 202 87
145 61 166 63
151 24 203 37
144 47 153 69
154 35 189 65
85 42 240 45
123 1 125 78
215 10 243 75
149 65 165 82
81 67 122 71
238 29 246 43
23 19 35 91
95 73 247 77
134 2 151 5
65 82 116 84
127 71 202 90
50 28 122 55
234 54 253 82
103 24 154 76
92 9 236 33
146 7 150 26
52 22 254 22
205 81 213 82
226 76 245 80
166 39 174 90
44 34 201 82
39 33 154 57
133 74 226 75
2 36 186 84
126 54 225 59
187 57 218 63
61 43 90 58
244 5 254 90
8 66 98 82
185 75 209 86
222 13 249 70
224 21 236 68
40 40 63 54
6 84 107 88
105 89 191 90
3 15 44 29
18 78 58 78
139 75 212 79
86 91 215 91
199 50 254 85
153 61 199 82
12 75 167 77
233 89 238 92
25 92 83 92
7 3 215 79
239 1 253 66
128 39 202 42
177 50 245 85
96 84 107 89
148 20 252 68
226 75 235 77
230 89 231 90
193 53 225 91
157 92 170 92
146 38 195 62
126 57 207 67
41 15 126 50
198 27 236 86
28 25 37 85
250 37 252 63
71 91 132 91
175 32 252 71
231 28 251 42
112 57 155 76
75 26 215 44
47 47 206 67
132 8 195 23
204 73 222 78
58 61 145 69
162 10 240 46
255 44 255 72
174 43 255 82
188 66 228 74
62 13 118 58
44 27 104 52
52 9 253 78
231 53 247 70
218 10 255 55
124 18 218 23
71 74 206 90
24 39 178 61
72 53 221 82
199 84 238 91
239 4 249 34
60 49 248 49
29 59 52 67
165 44 224 52
166 76 253 82
160 84 207 87
6 78 24 81
176 19 187 43
32 46 84 80
73 37 219 78
21 74 94 91
101 76 213 82
161 81 212 89
56 85 116 88
19 40 144 69
99 29 100 52
203 45 245 58
68 26 84 77
208 74 213 79
202 14 206 60
111 90 126 90
230 68 231 75
112 44 139 72
2 70 247 73
91 42 145 78
136 28 235 67
65 48 96 64
137 23 196 31
43 51 178 57
88 30 109 92
131 82 248 82
206 9 231 25
28 32 51 37
147 90 177 92
190 24 252 77
119 58 137 84
85 63 230 65
93 70 125 79
146 81 209 89
180 11 238 34
190 5 214 17
8 64 238 71
131 73 222 74
17 32 133 38
207 22 230 26
232 70 246 88
76 74 176 83
192 27 248 78
90 85 107 86
169 7 245 71
45 3 89 41
242 77 251 86
99 38 207 63
19 58 252 59
190 89 210 92
162 2 231 61
231 57 231 77
227 87 237 92
62 3 142 85
97 36 107 59
185 60 187 81
152 67 173 79
96 73 133 79
47 4 127 41
68 85 223 92
68 76 147 84
29 57 134 64
68 82 233 89
100 7 108 29
89 25 145 67
135 34 251 75
97 60 185 75
177 8 183 38
124 88 217 91
148 40 161 41
37 82 86 84
84 21 247 50
215 3 235 27
242 5 247 78
212 2 232 22
84 74 132 83
227 30 250 64
211 37 249 77
50 49 242 88
99 74 163 86
61 30 193 62
193 2 237 31
73 83 213 88
181 57 216 63
241 8 249 73
107 24 195 66
64 42 118 90
76 59 167 63
212 17 239 81
246 20 246 68
165 51 205 58
68 43 176 62
71 75 181 75
82 64 179 78
196 82 231 86
45 64 223 79
15 49 108 76
253 84 254 90
241 73 254 83
81 12 148 61
162 70 230 83
227 17 231 17
219 25 253 84
11 64 102 80
126 14 168 59
161 29 233 52
218 30 246 36
17 17 198 22
109 53 227 69
93 64 224 92
193 82 230 86
203 4 242 7
93 51 226 65
18 72 58 74
49 22 130 87
158 13 174 71
47 74 58 80
98 29 247 50
220 10 246 10
60 67 179 80
133 56 195 57
100 88 177 89
106 44 201 51
244 78 247 79
21 63 87 83
247 7 248 74
178 60 221 74
138 38 161 86
246 10 255 45
144 58 231 62
31 20 165 20
120 21 132 21
243 76 251 80
137 15 177 43
110 13 151 82
202 48 227 68
87 33 152 45
115 18 131 64
12 79 106 86
108 52 189 61
191 54 230 62
101 80 120 81
221 68 238 86
116 58 213 70
109 4 172 85
204 3 226 73
18 77 255 88
122 7 152 12
146 92 186 92
188 75 201 82
116 14 255 25
226 56 245 74
164 84 221 91
192 74 199 88
182 57 234 58
49 69 149 72
170 32 175 42
167 68 243 79
200 58 237 91
86 25 156 48
14 84 138 89
88 90 248 92
35 84 65 84
1 23 113 36
233 23 243 79
32 90 33 90
151 46 246 64
239 54 250 91
92 5 191 10
1 60 221 69
35 41 250 51
63 17 177 51
85 23 110 73
4 65 115 75
61 83 189 88
57 74 196 86
231 67 231 74
9 35 24 44
167 33 207 66
165 10 216 21
25 8 64 13
22 66 66 74
189 55 227 82
28 90 236 91
46 61 169 69
166 64 173 69
198 59 201 61
209 6 227 81
128 50 237 54
124 25 169 68
65 2 176 49
233 73 240 82
203 79 250 89
112 7 230 15
183 48 237 84
196 67 198 79
126 55 172 76
193 53 213 54
16 91 226 92
83 52 111 81
7 47 172 48
228 43 247 51
89 8 218 23
227 50 233 73
168 46 176 51
84 75 94 81
28 35 51 89
114 82 245 89
72 30 210 63
226 72 251 76
171 90 184 90
121 26 178 73
58 13 163 27
135 75 148 83
245 10 248 60
65 65 89 91
25 87 63 89
175 8 189 22
82 67 161 78
177 60 243 74
143 17 249 47
143 76 204 84
85 43 151 70
159 78 174 85
171 48 178 79
242 48 252 65
152 82 172 92
30 63 79 86
171 89 193 89
136 54 149 81
20 42 135 78
80 15 160 82
209 9 253 55
184 39 217 48
233 40 242 73
53 33 123 51
179 81 180 89
240 30 253 92
51 60 145 64
123 12 226 20
6 55 169 74
242 3 249 68
87 16 116 16
206 26 218 47
113 7 218 58
42 64 100 77
84 45 190 57
44 60 200 92
98 46 175 89
245 8 251 10
149 31 192 51
42 19 150 44
83 1 198 49
123 75 150 88
190 56 227 79
209 28 220 28
166 89 174 92
248 27 248 68
126 77 199 87
230 92 247 92
235 67 239 80
15 12 42 43
220 82 253 88
63 56 108 59
182 84 221 85
24 28 204 76
141 29 250 33
139 76 239 85
111 46 122 47
114 78 220 84
190 82 245 87
172 3 253 38
28 57 166 77
212 6 225 88
228 87 237 88
129 76 184 86
57 41 151 74
153 30 173 87
21 69 158 78
181 49 244 53
129 5 193 61
19 45 133 70
201 29 248 79
22 55 157 72
197 70 246 81
217 36 233 68
184 59 206 60
217 3 232 75
182 87 200 89
28 91 209 91
35 32 63 39
249 18 249 18
184 14 204 45
237 75 242 90
35 71 124 74
250 21 252 51
175 49 237 84
154 81 158 91
254 51 255 60
66 45 214 47
86 7 153 61
116 15 224 46
117 53 241 57
98 58 121 64
133 87 163 89
33 30 188 85
143 88 220 91
233 87 239 87
137 17 163 32
111 62 196 66
112 51 192 68
185 35 250 84
114 34 148 42
34 8 35 86
39 59 121 87
78 64 214 86
223 48 251 73
196 29 231 32
124 18 155 75
18 67 107 75
214 18 214 26
119 67 210 71
65 85 215 90
175 29 200 68
12 74 251 88
64 39 180 62
162 25 196 67
93 23 190 40
182 2 236 78
219 12 232 91
120 90 233 91
51 18 200 25
98 34 120 88
15 21 214 56
147 65 166 71
116 59 237 72
186 47 203 74
113 87 115 87
143 17 174 68
99 30 245 67
222 18 240 54
195 30 250 68
34 49 93 83
145 66 167 81
173 32 183 80
60 59 133 85
106 15 214 81
45 18 91 58
156 79 196 83
86 20 127 71
68 87 149 92
212 9 250 26
128 42 183 67
164 13 170 18
146 51 158 53
98 6 149 56
96 56 248 67
31 67 200 74
20 79 253 90
65 19 153 26
69 12 217 44
245 60 253 91
52 22 86 27
183 77 195 87
141 9 238 77
221 60 241 90
210 10 215 72
62 84 139 89
182 3 234 56
225 65 225 75
32 27 161 53
71 63 133 82
176 20 195 30
179 7 224 36
225 80 238 88
23 38 245 60
174 83 182 88
251 88 252 88
76 47 191 74
141 89 143 90
245 47 252 75
168 3 255 4
200 80 240 88
123 31 126 58
173 75 233 90
61 92 128 92
208 5 254 17
236 43 253 64
175 10 242 49
37 65 183 91
177 67 230 85
254 87 254 89
87 40 141 66
129 37 202 70
106 47 107 62
170 8 185 85
82 18 232 56
121 52 137 54
109 41 162 41
24 15 73 31
242 41 242 91
10 36 240 65
122 10 186 92
238 5 247 67
122 90 154 90
87 81 204 83
108 4 119 23
163 47 221 91
237 55 247 66
250 89 253 92
133 48 252 91
200 81 241 81
100 52 117 61
85 52 99 59
70 59 128 79
96 90 155 91
87 77 185 92
219 7 229 25
53 25 198 88
41 5 213 31
115 53 245 67
236 12 241 32
54 32 94 57
240 48 247 83
100 92 222 92
153 15 244 30
86 40 208 82
228 77 233 83
43 51 168 89
125 38 204 75
28 64 146 71
222 23 227 59
106 44 175 85
133 72 216 91
216 58 232 91
181 12 200 62
182 22 223 64
73 49 239 75
248 6 249 48
146 48 168 52
230 48 254 58
82 27 243 68
210 3 240 58
57 74 121 85
227 54 233 75
118 53 124 79
117 23 153 72
221 66 224 89
121 40 234 79
154 32 204 71
123 2 203 51
112 64 191 91
37 37 39 41
15 72 95 72
218 66 226 84
114 27 218 52
103 54 219 84
216 82 223 85
50 63 120 88
192 86 212 92
16 86 40 88
130 28 175 29
153 64 203 77
232 3 237 45
149 3 254 71
109 62 194 73
245 48 246 65
117 55 224 70
221 7 233 13
34 89 83 92
195 68 255 78
188 47 189 57
18 22 185 70
30 83 129 86
107 2 167 82
184 24 246 58
237 45 242 91
38 4 109 87
143 31 200 81
77 55 102 89
13 33 50 50
146 54 255 83
93 88 207 88
29 24 253 52
64 63 187 85
166 40 217 68
217 61 221 85
220 58 250 72
217 8 229 82
87 18 170 21
55 7 139 38
26 8 136 55
124 81 187 89
162 3 223 29
32 85 206 87
20 21 83 26
111 80 253 83
220 92 221 92
138 38 193 39
6 48 251 83
235 21 254 42
126 58 158 60
133 83 162 89
125 15 170 66
107 77 151 90
246 51 249 79
139 91 225 91
160 43 245 81
123 17 195 53
126 51 169 59
208 85 213 88
136 45 228 62
140 30 153 43
222 52 243 87
20 6 70 33
137 58 245 87
62 89 120 90
204 82 222 86
236 76 253 78
137 82 181 89
182 7 222 14
48 79 57 83
32 56 48 71
199 32 213 60
106 62 124 64
121 3 225 33
105 51 154 61
182 79 199 82
114 66 255 72
236 35 243 71
81 45 174 84
68 54 251 58
216 23 239 52
118 61 202 66
121 20 140 87
44 16 228 29
107 80 141 84
119 5 178 25
236 8 238 54
203 71 203 91
135 38 206 51
152 8 185 32
241 59 242 92
106 84 241 91
240 40 243 84
152 8 255 86
217 2 245 7
144 44 212 88
25 32 131 32
28 9 192 33
206 21 224 71
82 88 147 92
247 60 247 88
126 77 247 90
166 10 215 69
166 20 169 41
83 63 185 91
31 56 204 61
176 38 198 40
173 43 216 73
151 44 186 75
55 71 216 73
5 37 159 49
9 44 77 51
32 23 172 74
163 60 180 82
87 45 117 61
38 70 132 85
139 25 191 55
57 15 193 30
71 75 75 83
20 36 188 38
140 83 203 86
16 22 69 82
172 31 254 88
76 84 167 88
52 39 59 71
