1
39 728 300000
36 191 37 328
38 41 39 460
16 594 21 661
20 630 38 648
31 316 34 481
6 691 22 692
22 21 27 71
35 467 38 538
34 658 36 673
1 540 35 546
28 9 29 25
4 256 21 453
31 177 36 637
34 493 35 645
38 624 39 668
10 117 12 316
33 106 39 473
14 390 39 719
4 41 27 231
18 91 24 481
33 72 33 700
39 193 39 591
14 166 16 549
33 563 33 616
37 713 38 725
14 463 36 699
3 481 6 692
33 535 38 670
26 497 29 726
25 593 36 668
2 721 39 721
37 288 39 549
36 527 38 678
30 24 38 656
28 593 32 600
21 349 29 374
33 660 38 705
23 141 37 594
14 209 29 343
16 529 36 608
15 682 33 685
27 360 37 727
6 569 14 699
23 332 29 407
1 10 35 231
3 43 18 65
9 372 38 407
34 176 34 600
27 356 33 620
11 415 29 663
22 98 24 303
9 373 30 388
1 354 34 614
4 629 21 705
31 276 38 341
36 148 36 483
39 380 39 535
38 430 39 446
35 507 38 529
18 230 21 562
32 84 35 218
33 595 37 616
2 616 13 627
31 469 37 598
39 323 39 363
34 484 35 684
34 421 37 543
34 225 35 559
14 689 18 691
25 683 28 725
29 137 36 265
10 300 28 538
18 704 38 707
16 513 35 629
22 142 35 289
16 494 17 662
25 248 26 375
3 719 9 728
26 678 26 702
34 64 34 222
32 51 36 342
17 270 19 541
28 152 38 334
10 323 26 597
28 666 31 695
1 406 17 628
27 655 28 683
22 49 31 443
30 21 33 100
37 82 37 328
37 427 38 515
13 274 29 445
8 421 17 480
24 713 31 722
7 140 23 655
35 376 36 578
21 276 28 597
5 133 8 524
28 413 35 471
22 18 38 720
27 371 37 559
12 287 27 335
29 134 39 513
13 283 35 509
25 691 37 703
22 431 22 695
25 496 32 681
25 540 33 632
13 131 17 584
32 504 33 613
5 404 38 569
15 301 28 498
14 615 35 700
32 97 35 628
39 532 39 611
24 455 27 582
5 254 26 311
29 412 34 421
13 175 19 334
20 67 36 385
32 338 37 603
9 298 21 629
19 583 20 643
30 443 38 714
30 19 32 689
14 372 19 507
25 334 31 504
22 527 30 576
28 347 34 615
27 555 37 578
28 179 37 582
37 256 37 401
31 394 38 516
1 551 30 579
24 537 33 558
6 272 33 398
33 602 38 652
6 258 39 600
10 527 32 684
22 231 38 570
11 348 36 559
21 253 30 459
3 608 22 685
12 663 33 680
20 552 36 559
33 65 36 549
17 116 18 197
32 559 36 626
22 528 39 562
20 71 26 380
39 620 39 703
1 706 9 725
35 572 36 721
2 496 12 709
29 561 30 717
3 521 20 522
33 302 37 647
2 436 7 599
21 92 26 193
3 692 31 704
25 510 38 572
1 461 33 658
36 30 39 263
29 716 36 724
1 726 18 728
37 172 37 309
16 200 37 391
24 50 39 379
11 415 13 468
7 138 12 724
24 547 26 622
36 96 39 704
34 145 37 526
10 128 10 468
22 177 24 636
6 222 6 431
24 566 37 569
12 303 20 627
36 689 36 713
22 413 27 595
32 726 35 727
12 247 16 652
19 141 38 678
10 295 10 418
6 683 37 718
16 106 36 538
24 711 32 713
30 300 36 371
17 502 39 655
37 337 38 550
3 455 8 543
7 669 20 710
12 719 21 722
26 709 27 721
24 317 35 437
16 452 31 667
5 607 31 668
27 31 30 98
14 204 20 512
32 129 32 203
2 88 32 247
1 231 19 530
32 172 32 277
7 645 9 649
39 203 39 555
13 264 16 558
17 150 36 330
25 202 37 266
16 609 31 727
16 241 32 554
35 403 36 415
6 528 33 550
16 98 19 477
12 364 23 578
11 524 20 534
18 72 24 304
38 639 39 716
29 714 33 728
21 618 33 684
20 292 23 436
26 594 36 599
1 211 11 567
6 303 28 496
6 235 26 476
32 220 32 386
11 2 20 447
23 626 35 652
3 705 19 723
18 5 28 100
3 262 32 405
22 134 33 664
34 284 34 606
14 319 39 533
21 673 27 678
3 450 39 573
19 199 26 478
33 491 36 501
24 100 34 506
7 137 36 664
9 387 24 648
2 657 27 697
22 16 33 653
15 298 32 594
26 687 29 708
5 50 9 350
30 574 35 655
10 632 11 657
23 558 34 705
2 408 13 460
23 294 37 700
22 619 29 726
17 264 22 721
19 532 24 534
27 219 32 416
38 700 38 708
3 631 35 662
14 438 30 670
33 668 38 677
36 564 37 655
26 531 32 726
38 336 39 651
27 299 33 478
33 332 35 706
3 309 8 602
5 347 24 564
4 152 14 458
11 253 19 378
28 7 39 431
22 255 38 396
10 494 29 726
31 472 37 643
25 569 39 572
4 669 15 684
22 516 29 727
19 727 30 728
18 676 37 714
3 568 21 624
26 293 34 589
24 81 24 469
35 65 37 366
38 678 38 684
23 456 26 650
21 312 23 360
9 26 25 578
17 291 27 327
21 495 34 585
33 510 35 686
12 183 35 538
4 606 25 621
13 675 32 698
11 467 25 489
17 450 18 463
1 112 17 219
29 284 37 502
34 391 37 664
13 707 16 723
19 131 24 624
20 292 22 352
25 653 38 709
6 571 6 728
5 184 14 719
27 149 37 263
14 29 34 63
23 532 27 643
4 615 33 685
24 430 38 692
17 544 34 586
16 285 29 582
26 146 27 389
38 393 38 459
17 655 37 692
13 578 30 606
27 698 35 703
30 606 32 635
36 35 39 286
8 65 11 547
12 559 21 678
7 464 31 634
23 69 33 284
28 133 30 354
6 682 19 718
39 166 39 239
4 654 19 676
20 238 25 366
30 21 32 538
25 363 25 655
11 640 35 717
37 542 39 560
33 369 33 657
15 494 19 584
18 506 35 665
37 220 37 443
33 238 37 472
21 656 31 683
36 582 36 727
23 60 32 196
24 454 35 469
36 628 37 671
2 94 24 432
24 12 27 718
39 210 39 383
14 306 31 720
39 490 39 659
6 407 22 408
6 418 32 469
3 170 26 377
22 106 39 531
34 181 38 282
17 583 33 584
24 286 29 457
25 433 38 701
24 271 25 404
19 652 33 681
39 15 39 703
3 7 20 206
1 407 36 705
6 47 10 238
8 686 16 703
13 693 19 703
1 325 12 379
5 300 22 425
11 188 37 726
29 156 35 718
6 203 28 223
35 394 39 438
14 721 31 721
37 293 39 547
4 385 27 402
22 170 36 474
19 535 23 681
33 425 35 556
15 384 31 469
34 718 35 727
15 168 26 448
12 649 24 714
20 81 37 493
28 543 34 721
37 26 39 247
36 143 36 294
28 158 30 408
30 317 30 574
2 89 22 122
35 482 36 706
34 367 36 382
27 458 36 549
15 381 18 465
8 301 36 419
1 13 10 559
13 134 26 135
31 670 32 700
10 143 32 420
26 562 27 647
26 611 28 702
34 247 36 471
22 651 31 697
36 294 38 505
9 610 15 610
8 487 18 598
3 209 38 466
10 563 10 606
6 435 19 672
20 296 28 421
25 409 32 438
24 448 35 533
31 200 35 316
9 130 14 595
17 14 22 268
18 104 34 640
21 313 21 638
38 320 38 666
33 464 38 538
10 500 20 527
25 464 27 584
11 33 23 283
30 536 33 653
33 211 33 319
10 85 22 634
4 672 25 693
14 431 19 581
26 296 39 492
10 266 31 506
9 468 21 654
6 47 17 434
38 316 38 651
2 552 9 557
28 87 31 270
39 151 39 245
13 279 35 528
1 135 13 439
1 105 34 204
30 665 31 666
6 386 36 466
20 497 20 692
8 61 11 576
26 391 35 556
24 718 37 725
22 62 35 175
14 346 24 377
25 360 39 633
37 261 38 327
14 408 38 621
39 475 39 512
23 671 32 722
23 263 31 285
33 256 37 321
28 263 39 310
37 195 37 279
24 325 39 590
31 222 31 569
24 312 28 505
31 703 38 706
39 313 39 321
19 395 33 502
36 230 36 535
10 3 22 425
2 91 23 270
39 74 39 322
17 588 27 602
18 424 37 695
26 676 37 695
15 369 26 566
2 441 21 615
3 535 9 702
27 366 39 466
31 332 33 340
22 703 31 717
1 689 18 708
18 248 27 366
27 274 36 620
29 231 36 527
39 567 39 665
17 334 28 671
30 84 30 147
22 634 29 691
8 370 16 373
32 686 37 705
36 388 36 725
14 201 14 569
33 531 39 695
10 475 11 497
8 99 19 140
34 172 36 528
22 12 33 91
14 582 28 662
30 497 30 548
34 94 36 324
16 348 16 581
39 406 39 494
12 608 34 650
39 438 39 644
33 358 37 703
34 534 34 586
19 577 24 667
12 198 24 474
10 145 17 318
16 279 22 430
37 612 37 727
31 191 33 603
37 168 37 238
12 280 39 320
30 66 33 569
22 657 37 702
20 227 22 540
3 108 24 250
26 21 26 519
35 215 39 553
29 611 36 693
2 107 20 231
24 102 39 482
15 720 25 723
22 408 39 719
36 463 36 534
26 414 35 704
5 414 24 451
6 125 34 357
34 144 36 470
18 532 27 569
11 210 13 673
34 691 38 702
5 311 14 582
12 668 20 725
10 525 15 618
6 273 24 379
8 374 13 421
11 701 22 728
6 239 7 276
6 553 14 689
6 644 11 720
5 593 26 611
35 123 38 598
19 636 27 659
9 605 38 658
20 152 33 380
26 320 30 678
18 412 21 687
20 87 25 397
9 188 10 577
9 104 26 234
18 280 21 725
16 485 25 605
10 85 15 705
33 516 39 541
5 155 39 481
27 55 32 189
14 413 38 671
13 445 20 519
14 652 27 677
15 255 15 262
20 468 37 530
15 3 30 30
26 614 26 647
13 325 20 449
36 213 39 349
31 249 33 676
35 505 38 678
24 698 36 710
6 718 12 719
17 726 34 728
1 637 34 697
33 511 34 697
27 234 30 383
4 652 13 691
26 221 27 712
13 262 34 335
20 474 31 612
17 100 22 208
36 713 37 718
19 72 22 251
16 559 20 661
36 439 39 463
24 426 28 537
37 156 39 203
2 313 29 343
5 453 5 666
30 114 34 131
26 509 26 550
7 49 33 556
21 417 39 634
10 472 16 510
1 683 18 684
11 265 35 514
36 346 36 472
12 470 26 569
28 223 31 655
14 666 31 680
16 506 37 698
34 646 38 712
15 563 24 604
8 597 21 633
20 346 32 678
36 719 39 719
8 391 21 611
23 225 29 637
22 466 23 621
39 724 39 725
36 501 39 561
11 290 29 377
33 133 39 524
4 12 34 661
20 565 39 700
22 359 23 697
23 642 31 710
2 658 28 709
39 344 39 514
28 18 37 123
1 691 31 693
31 598 37 599
5 135 38 259
20 27 32 206
4 473 16 601
4 641 26 653
13 500 38 518
20 627 24 686
13 661 20 704
16 572 32 608
23 527 31 562
37 541 39 712
12 696 36 721
14 312 29 556
23 482 29 618
16 296 39 664
16 698 30 717
4 414 11 509
29 76 36 259
37 533 37 703
20 446 38 726
4 271 14 574
35 377 35 460
32 286 39 407
6 579 25 660
34 84 36 570
10 623 33 719
33 292 37 475
33 139 39 159
1 574 5 713
18 121 23 704
1 615 13 696
29 655 31 706
31 487 33 574
1 191 33 376
21 305 39 385
11 39 36 556
37 22 39 232
37 210 39 486
30 67 31 289
24 366 32 647
17 526 21 675
2 284 38 718
16 524 35 565
26 259 30 327
9 558 21 594
7 245 19 524
36 512 39 691
6 480 12 600
32 41 35 264
5 78 21 261
38 406 38 706
29 6 30 268
8 663 32 677
13 409 17 677
1 424 15 443
21 126 25 707
28 545 35 646
18 30 19 394
8 326 17 417
12 528 17 547
23 496 30 639
17 719 23 723
19 626 20 699
27 471 33 511
11 117 20 222
25 443 35 611
6 124 29 394
24 722 24 723
3 417 30 544
16 317 17 673
31 719 31 727
38 339 38 431
17 661 23 726
7 6 37 218
6 585 6 711
29 59 33 113
4 250 9 611
24 349 27 417
5 485 12 661
4 563 28 604
28 658 33 694
3 173 11 460
23 532 36 546
18 27 30 601
32 44 39 46
23 367 35 404
20 670 27 723
38 382 38 589
17 259 34 512
23 18 39 121
31 413 37 599
21 499 27 699
38 38 39 161
17 473 31 562
20 10 32 15
26 308 33 482
18 536 36 537
33 685 37 690
22 173 23 621
38 482 39 701
19 689 28 723
17 621 34 667
37 368 37 601
16 726 20 727
18 578 28 658
5 212 10 241
3 699 20 728
12 240 18 450
26 451 37 531
33 595 35 689
28 184 36 536
4 370 13 396
19 423 19 522
27 145 36 238
6 143 33 158
3 646 38 693
30 198 33 392
29 41 39 360
38 266 39 561
20 27 31 111
12 290 20 488
15 388 17 458
31 529 39 641
22 211 22 562
11 258 29 431
37 609 39 621
9 191 22 462
34 310 39 429
9 624 29 660
39 699 39 703
26 426 30 707
36 191 36 650
18 437 28 695
19 163 37 187
15 446 30 471
14 213 26 425
29 611 31 715
38 688 39 726
23 81 29 410
30 234 39 468
5 33 24 687
6 37 34 654
3 295 15 434
20 47 31 127
36 378 36 530
19 506 39 639
32 663 33 710
15 573 25 644
3 726 35 726
27 673 35 691
24 634 35 663
20 669 31 723
16 229 30 418
12 178 30 299
12 635 39 666
15 527 17 558
21 18 24 554
27 198 37 613
31 400 37 503
12 613 21 702
23 709 35 711
15 271 21 393
2 125 2 166
25 728 31 728
33 7 39 544
27 189 33 301
2 185 31 312
22 417 38 470
15 369 32 508
32 473 38 511
24 181 37 349
36 185 36 713
31 60 39 685
16 628 18 721
6 51 28 345
15 473 23 588
4 130 29 211
7 320 13 470
21 612 38 698
31 665 35 669
2 498 34 711
37 598 37 639
29 280 38 728
1 284 30 526
37 422 38 449
12 637 21 651
20 705 22 727
9 145 18 468
39 384 39 401
22 472 27 528
5 615 7 642
23 650 38 670
2 399 12 563
27 639 28 717
27 676 33 700
23 55 23 578
35 438 37 457
38 492 38 626
4 281 25 690
10 19 36 174
16 165 38 656
30 103 37 539
19 214 34 358
14 237 29 695
26 124 26 126
30 713 32 715
13 164 19 452
26 336 27 708
11 14 24 583
9 99 31 678
18 670 33 712
4 355 16 501
28 587 37 675
8 311 20 424
14 634 25 644
1 463 1 463
39 460 39 671
17 101 37 436
14 700 21 715
10 663 29 708
28 234 38 634
26 487 39 640
25 67 35 561
12 555 24 620
25 14 25 151
16 133 39 419
19 600 37 717
20 507 27 627
34 618 35 622
15 112 35 485
27 694 37 721
25 625 26 642
34 341 37 449
5 65 36 321
39 155 39 226
36 534 39 670
33 561 39 638
19 58 33 491
28 587 31 721
31 515 31 671
20 360 21 375
22 347 22 410
29 85 34 519
28 513 28 626
12 577 37 642
38 334 39 675
22 194 37 491
35 624 35 685
25 671 38 718
33 523 34 652
8 580 14 623
19 51 29 87
37 618 39 708
5 35 20 606
10 180 11 718
25 497 26 609
15 618 18 649
11 711 21 711
24 586 35 712
34 44 39 45
25 138 34 534
10 297 17 322
38 672 38 722
28 205 36 714
9 490 28 661
39 161 39 348
19 694 31 707
31 508 31 602
21 251 26 496
28 649 31 696
3 558 7 709
31 428 34 677
2 30 31 636
11 120 29 496
12 272 20 622
25 564 32 675
36 76 37 155
5 441 5 618
30 391 31 710
19 198 37 263
3 663 4 704
39 229 39 650
39 321 39 540
37 643 39 672
21 406 33 578
39 340 39 462
5 185 35 401
2 604 36 616
7 363 9 654
31 719 31 723
18 600 23 664
16 274 21 345
16 64 19 244
28 103 31 378
12 175 21 646
35 357 39 651
12 220 31 418
11 166 22 567
11 350 12 436
38 295 39 376
24 234 34 275
13 76 16 457
38 54 39 537
24 218 39 228
37 98 39 381
28 658 33 658
30 473 33 537
3 652 3 728
23 141 36 620
32 434 35 652
18 464 39 649
38 57 38 248
15 36 15 507
25 476 32 706
35 611 37 697
39 401 39 411
37 671 38 674
24 473 24 640
15 60 18 700
12 300 19 303
25 290 30 370
2 651 10 661
36 612 36 665
23 620 36 673
18 723 20 727
32 42 36 441
17 619 17 716
38 499 38 628
16 596 30 640
11 592 15 640
38 538 39 724
33 55 33 284
22 126 23 429
32 308 32 643
7 483 28 592
20 44 38 442
10 154 26 445
28 297 28 668
33 655 36 701
1 194 24 230
22 386 22 491
13 88 25 689
18 367 35 403
29 345 36 362
25 573 39 722
32 304 38 554
10 690 16 697
26 195 35 597
1 278 20 523
34 204 37 382
9 492 18 666
32 473 36 669
18 13 22 477
36 301 36 683
8 588 34 600
14 492 22 688
33 258 39 536
27 626 35 660
20 524 38 725
15 61 21 643
14 472 17 485
4 502 6 551
11 500 18 722
18 653 33 679
15 255 15 550
5 402 19 479
8 358 34 618
25 52 26 366
9 536 36 571
24 269 27 658
35 50 39 275
27 68 37 396
34 396 38 413
30 634 35 676
18 82 25 568
25 486 32 701
2 428 13 674
4 234 32 436
33 519 34 712
6 171 13 211
1 281 11 438
3 60 5 641
31 713 37 721
23 524 32 711
2 581 9 647
30 171 32 571
16 489 33 710
38 41 39 547
24 463 30 470
26 175 29 245
35 578 38 717
34 636 34 654
32 193 33 705
25 402 28 545
31 195 39 577
31 55 31 537
7 221 34 504
4 148 6 518
32 373 32 698
1 377 12 395
36 107 38 492
12 358 24 676
26 82 30 584
11 427 39 493
24 507 27 600
1 410 13 483
26 291 31 537
2 624 5 654
27 648 36 690
13 48 29 605
38 72 38 385
11 495 35 675
39 290 39 369
5 545 31 551
1 698 24 706
32 619 39 641
20 154 38 318
26 63 31 701
28 284 37 427
23 155 26 397
2 201 27 559
15 674 23 711
21 21 35 100
34 193 39 664
17 88 27 564
16 75 27 717
2 326 20 328
2 598 27 647
37 352 37 452
20 43 32 385
7 505 37 579
35 450 36 479
23 666 24 699
12 348 37 569
28 719 28 722
31 688 37 711
9 319 32 610
16 654 23 687
7 232 11 664
29 175 35 724
32 113 38 566
26 259 32 591
32 38 39 351
24 569 25 618
8 631 26 723
21 715 35 720
10 417 35 716
12 167 22 437
26 508 37 513
27 471 27 505
4 667 34 708
2 234 19 388
6 543 21 701
15 433 17 623
23 277 37 646
15 330 37 541
17 483 19 590
12 33 35 106
38 119 39 452
9 242 13 440
39 256 39 527
32 608 39 642
26 707 26 707
16 417 23 670
3 351 38 659
13 31 19 602
39 473 39 525
17 265 31 712
13 169 33 322
39 424 39 439
16 603 31 659
38 27 38 77
20 615 26 718
6 643 15 700
13 385 36 464
38 544 38 720
27 178 33 601
39 354 39 359
11 549 26 707
26 48 33 623
37 515 38 568
31 461 32 599
26 144 30 177
28 437 38 539
39 347 39 442
23 701 24 721
16 578 36 591
24 473 25 652
5 259 5 365
25 67 37 175
30 276 39 643
28 595 32 632
13 253 14 575
20 177 35 604
7 217 17 320
16 429 28 525
25 224 37 578
25 639 36 722
26 40 34 704
8 39 35 395
17 383 31 527
37 231 37 424
2 650 23 656
5 324 5 405
30 282 37 311
5 273 35 325
34 345 39 362
23 579 32 688
20 713 29 719
32 702 37 715
33 342 38 676
27 406 28 629
18 511 27 564
18 535 38 561
31 145 34 719
25 182 37 237
25 684 28 724
10 534 29 625
29 172 31 182
22 44 28 71
21 457 21 515
4 683 38 694
14 31 29 669
22 337 36 568
10 679 16 717
29 703 35 713
35 468 38 588
18 629 30 641
21 607 37 641
22 500 37 700
34 100 37 144
12 163 36 687
14 562 33 685
13 578 14 662
28 319 35 527
38 482 39 726
26 193 33 530
20 363 23 422
7 622 37 632
24 76 31 348
36 390 37 455
12 79 27 465
19 492 24 637
23 665 25 689
8 96 13 670
23 495 37 619
18 623 34 712
38 348 38 654
21 426 31 632
12 436 39 677
29 467 37 612
18 645 19 725
28 699 35 714
16 208 18 272
3 87 34 578
29 356 37 622
22 414 31 581
14 531 15 537
38 684 39 687
7 443 14 658
32 387 32 664
39 126 39 653
21 628 33 690
29 43 38 396
21 306 28 556
10 531 12 629
4 320 13 678
38 645 38 669
27 662 28 675
14 722 24 724
32 440 35 475
34 657 35 682
38 255 39 431
15 468 15 615
21 222 28 235
22 242 36 542
19 326 23 431
18 107 28 692
38 107 39 600
30 359 30 453
22 620 27 697
11 199 34 650
38 711 39 728
18 234 24 256
28 570 31 630
10 609 16 615
5 403 35 406
18 76 25 169
29 506 32 675
28 155 38 510
23 114 37 243
8 6 17 10
21 603 34 623
11 37 24 300
3 138 32 267
36 568 37 615
34 680 38 712
1 601 39 632
16 615 35 655
35 245 38 340
17 568 19 580
1 390 29 398
30 512 35 710
38 268 38 510
27 654 39 679
4 191 17 725
39 246 39 472
23 15 34 645
4 81 20 339
32 613 39 655
5 3 34 558
16 343 26 712
36 156 37 536
32 335 38 675
7 136 38 690
15 420 23 549
39 415 39 423
29 216 37 303
16 213 36 405
35 353 37 390
26 563 38 641
35 105 35 462
25 172 27 346
11 205 19 267
30 153 35 374
2 1 22 366
16 45 35 289
33 426 37 680
23 546 39 664
21 571 34 655
37 442 37 649
5 145 24 219
23 247 36 550
30 615 35 672
36 60 39 199
37 531 38 660
15 449 15 639
31 487 34 519
8 515 10 679
28 137 31 281
22 409 26 589
14 355 29 388
1 273 33 520
26 467 36 524
27 73 34 557
18 628 31 653
20 166 34 569
33 620 38 656
15 552 17 668
15 276 19 450
5 220 20 521
4 627 19 660
29 177 35 634
7 147 17 295
20 99 34 527
34 458 35 635
28 75 37 184
2 546 6 603
27 317 32 599
20 490 22 636
36 241 39 541
4 219 14 248
28 491 39 543
28 507 35 641
32 19 39 414
13 446 34 531
34 509 39 721
21 120 39 234
3 697 19 712
14 412 26 581
12 277 21 584
21 16 28 213
27 190 34 599
29 559 37 715
10 171 20 573
31 149 34 548
36 722 38 725
36 126 37 522
5 41 20 64
25 264 34 594
38 590 38 659
34 557 34 683
24 375 31 466
10 306 37 453
26 420 32 710
12 74 38 393
14 591 19 680
28 180 30 690
26 707 38 721
38 720 38 722
11 194 39 485
5 182 33 411
30 101 39 431
23 63 38 272
32 728 37 728
25 10 28 184
21 219 21 472
38 401 39 567
6 371 20 628
7 657 23 673
32 279 39 380
4 478 6 512
9 219 39 615
25 532 32 590
28 480 29 544
13 279 22 514
23 386 27 658
37 252 39 391
34 233 39 328
26 78 30 556
15 457 20 666
38 210 38 627
8 130 39 177
28 130 28 577
23 664 26 676
14 270 15 367
33 156 39 254
29 399 36 542
37 153 39 431
10 258 16 352
18 191 21 240
5 307 9 570
36 372 36 436
35 383 35 703
14 446 19 553
14 617 30 631
18 403 29 613
11 262 29 574
24 449 30 582
33 265 37 609
13 342 19 512
35 88 36 151
3 257 39 428
5 461 32 697
7 303 17 376
17 381 35 553
37 152 39 584
8 37 28 119
5 151 10 422
15 216 21 550
24 405 24 487
25 266 36 723
1 646 23 653
34 624 37 714
36 218 36 676
32 229 33 658
18 310 38 604
32 671 33 727
23 441 35 656
17 176 24 404
31 215 38 614
12 102 38 519
14 321 22 597
33 547 39 554
38 83 39 610
32 502 38 659
36 149 39 408
27 200 27 579
29 194 34 600
27 679 29 724
21 308 34 308
39 542 39 604
14 382 22 523
2 35 33 303
19 217 26 640
21 161 35 431
11 512 15 643
36 436 38 510
7 268 25 505
18 343 36 700
2 160 39 421
33 169 38 188
14 94 33 255
35 467 38 647
16 576 24 717
27 179 37 516
15 479 23 589
11 637 37 637
14 8 27 571
16 197 24 483
19 162 25 170
17 646 26 709
26 2 35 162
17 591 26 703
24 688 30 707
30 496 30 576
15 15 39 29
4 689 19 700
14 280 34 357
11 59 13 212
26 71 33 279
33 693 39 722
35 132 37 699
31 297 37 454
23 467 25 519
18 628 26 641
28 501 34 545
17 73 31 286
27 62 31 518
20 119 36 587
36 429 39 561
7 246 7 410
29 383 37 490
31 270 31 703
7 371 35 717
30 473 37 708
19 215 26 219
18 500 23 577
24 490 28 587
8 410 22 657
8 464 34 600
23 448 27 585
9 369 36 641
4 138 33 357
5 226 32 464
11 412 35 460
3 171 15 304
9 666 13 705
19 152 35 439
37 377 37 565
4 424 10 505
17 700 20 713
21 728 32 728
5 440 16 623
15 241 31 622
3 32 7 260
30 550 38 709
13 570 37 585
16 711 26 718
36 727 39 727
21 392 32 481
39 303 39 509
30 235 31 298
20 267 35 674
35 50 36 425
15 665 36 686
5 110 34 468
15 68 29 448
24 251 27 447
7 265 7 680
28 601 39 702
35 59 37 545
8 173 25 465
13 120 19 309
19 653 38 687
20 618 24 690
37 104 38 368
8 447 19 618
8 564 17 579
21 113 39 421
19 445 32 554
6 423 16 615
31 197 31 697
18 457 36 518
22 687 27 725
15 80 33 461
34 251 38 252
8 268 8 437
11 605 17 641
27 12 32 48
32 437 35 489
12 434 15 541
32 728 34 728
15 404 34 715
17 14 32 59
29 188 38 346
36 594 36 640
18 41 33 217
18 366 20 635
31 484 37 633
29 660 31 705
2 348 7 427
5 405 13 699
18 98 35 434
26 566 27 671
25 85 30 629
26 638 27 693
29 415 35 695
9 346 18 635
18 111 24 403
33 721 35 724
24 85 25 227
4 136 14 532
13 265 31 474
3 655 33 720
9 572 19 579
17 626 33 657
31 469 36 677
22 473 34 720
1 61 35 170
9 593 10 603
35 540 39 615
8 25 38 376
19 442 32 572
34 317 36 649
11 582 15 610
20 94 38 239
30 507 36 566
36 520 39 619
15 6 26 318
1 10 35 343
36 57 37 121
9 666 30 681
3 179 34 191
19 231 23 455
31 310 33 681
23 149 31 244
28 495 32 660
34 636 34 708
29 34 35 318
14 185 28 585
39 291 39 441
2 268 13 535
20 350 29 420
35 648 35 693
4 32 37 429
33 663 34 694
35 92 36 421
30 515 31 587
29 319 29 639
13 525 34 702
35 644 37 692
23 490 39 598
38 136 39 613
24 521 33 657
23 535 29 596
25 583 31 727
18 254 38 270
20 91 30 452
26 302 32 536
34 522 37 578
16 712 35 719
12 108 22 241
12 19 37 121
32 245 39 435
26 632 39 655
10 405 18 496
8 479 13 508
4 344 4 380
37 38 37 161
4 255 26 650
38 721 39 728
19 310 30 336
33 397 37 444
11 243 37 681
30 700 32 703
24 493 34 661
1 612 13 631
5 563 18 644
29 264 35 717
18 320 37 386
3 494 18 561
25 6 39 637
34 343 37 444
28 248 28 662
6 402 27 597
4 71 29 85
34 489 34 554
18 22 18 206
7 282 10 455
18 317 22 353
39 71 39 256
6 561 30 649
3 118 12 422
12 251 20 451
31 162 32 718
3 93 14 269
33 393 34 665
19 544 36 561
31 388 35 714
13 393 25 415
38 330 39 435
18 559 20 584
15 78 32 557
15 695 26 706
17 572 20 625
15 256 37 691
3 191 29 725
32 359 39 488
36 702 38 713
6 668 27 692
34 146 37 312
20 11 31 182
38 426 39 537
14 700 23 709
12 407 36 549
22 571 26 605
15 24 30 724
5 473 39 501
10 96 22 487
5 65 8 510
24 99 35 529
15 380 37 683
17 324 32 647
18 614 35 666
10 562 10 706
4 46 4 464
12 263 16 427
29 170 34 286
22 335 31 668
8 233 24 353
26 551 34 636
11 255 31 318
15 51 20 318
6 412 34 594
2 71 37 135
14 573 23 607
28 247 33 551
32 642 37 698
21 71 31 399
10 214 10 655
39 436 39 441
1 602 6 618
7 233 8 571
9 282 18 697
24 243 34 534
27 15 39 302
33 612 36 638
11 699 31 705
27 604 31 695
13 593 22 657
2 603 18 722
38 674 39 712
22 577 28 697
23 616 31 658
10 127 21 550
15 631 34 654
19 723 27 723
29 551 30 696
23 112 26 544
7 436 28 533
2 619 23 664
28 542 30 687
5 23 13 381
11 625 34 714
38 74 39 719
19 142 20 294
2 477 32 610
23 640 29 690
29 296 29 671
9 264 10 441
27 108 37 222
3 34 35 594
18 703 22 709
38 677 38 712
38 332 39 638
32 367 39 634
2 112 10 448
36 479 38 714
32 23 32 333
1 585 32 718
19 108 23 391
38 29 39 422
22 324 32 382
6 368 10 652
25 412 38 718
34 625 36 719
24 710 32 715
35 590 35 700
1 33 9 677
11 645 38 666
3 222 35 262
13 147 34 441
20 651 21 678
2 336 20 342
34 44 39 295
10 17 21 173
36 557 36 663
10 93 26 562
29 369 39 722
9 129 18 485
26 134 27 144
3 188 12 608
15 94 35 368
24 491 29 511
12 184 12 207
1 502 4 557
22 213 22 218
7 232 23 709
26 171 39 329
36 235 37 358
22 598 32 659
29 203 33 597
31 146 39 297
20 566 20 677
19 498 22 703
31 563 38 712
25 476 39 612
29 727 34 728
23 411 35 560
4 457 21 523
10 84 13 678
8 648 20 668
20 369 39 718
14 711 31 725
6 593 7 634
18 680 36 695
16 397 27 479
16 582 38 684
19 181 32 417
29 585 34 588
7 241 29 627
10 470 23 641
28 640 37 676
17 12 20 546
29 541 38 685
34 113 39 493
29 485 39 584
11 403 31 716
24 386 35 670
28 567 31 670
9 571 22 715
35 333 35 694
36 674 36 722
1 250 24 458
30 133 39 358
23 357 33 534
5 197 16 700
35 490 38 721
30 186 34 408
8 539 37 681
11 460 32 463
39 193 39 588
6 307 28 504
20 167 31 681
24 337 37 440
24 632 26 650
30 579 39 603
31 436 35 720
33 132 33 468
2 103 30 212
33 562 33 660
9 490 10 665
12 614 26 714
38 160 38 377
36 504 38 711
12 66 34 106
34 505 35 679
38 324 39 698
38 303 39 517
38 717 39 723
27 645 29 665
